TEXT,Label
"Let us warm you up. Delivery on @user @user @user •@wholefoodsnyc Williamsburg…
",3
"shenandoah, you rolling river, are one thicc bih. ️ @ Shenandoah River
",4
"Glad we got to steal $200 seats together @ Fenway Park
",4
"Bowling night w/ sonyachaos and @user#bowling #friends #sundaynightshenanigans #AMC…
",4
"This week off about to be heaven. I get to see my fam in MI, I get to be buzzed &amp;carefree, and most of all I get to share that with my 's
",4
"The ""hottest"" event in #Montgomery #TX tonight was ""Meet the Bears""! Looking forward to…
",3
"MNF Hot Dog Bar #mnf #nfl #mrpeabodys #encinitas #barandgrill #dogs #weiners #hotdogs #hotdog…
",0
"Face painting in #ibiza #sanantonio #memories @ San Antonio Bay
",0
"When you are giving blood @ Lincoln High School (Arkansas)
",4
"(^^^) @user slaying dotd @ Fairplex Pomona Ca
",3
"We are small but mighty! Happy Holidays to our BVK Miami family! …
",0
"She’s a workaholic
",3
"Around the West Rim of Crater Lake #Oregon #withmyparents #summer2017 #spontaneous #DayTrip…
",0
"Couldn't not take one . @ Hollister, California
",1
"I ️ #roastbeef !!! Working on a new #sandwich for @user #today @ Bespoke Butchers
",4
"$2,500 MINIMUM- TODAY ONLY I’ve had a lot of people express interest in getting started below…
",3
"Today was a good day. Happy birthday, again, ma. @ Chicago, Illinois
",4
"Ice cream rolls #SweetCharlies @ Sweet Charlie's
",0
"GIVEAWAY PaliRoots and I collaborted on a white paliroots dad cap.All eligible participants…
",3
"️ @ Sharp Beauty Lounge
",4
"My mood everyday y'all see me!!! #MogulUp #MMP #KridecuL #Greatness @ Duval County, Florida
",1
"14 • B O N F I R E First bonfire ever happens here in Mammoth,…
",3
"Bridging the gap between quality and sustainability. #brooklynbridge #brooklyn : @user
",2
"#dasenergi #saltair #saltlakecity @ The Great Saltair
",0
"Um today was fun! Thanks to all that came out! @user gabsmatano livybenincase and…
",4
"Tomorrow Friday is all about the #1 Latin &amp; Top 40 Night @ Garage lounge Boston // Urs truly…
",3
"Lmao who did this This was always me... ""Let's go to the corner store real quick""!!! ... Come…
",1
"Left My Baby Momma Now My B**** A Barbie Woah @ Detroit, Michigan
",4
"Someone sent me this photo and it made me smile... this is ️ @user
",4
"The love they have for me is priceless this is how they show it, by decorating my pole in…
",1
"I love this moon @ Los Angeles, California
",4
"Samma vritti breathing before the horror of core &amp; shoulder stability work @user
",0
"Melt my heart ️ #peanutbutterprincess #pitlove #pitstagram #614living #dogsofcolumbus…
",4
"10/28/17 || TU homecoming .Always love homecoming it's like one…
",3
"Piper @ Cedar Grove Park
",4
"Henny Ice @ Harlem Nights
",3
"Mama mouse &amp; Minnie Mouse at Disney World @ Disney's Magic Kingdom
",4
"Wouldn't wanna be exploring New York City with anybody else. @user #mybestfriend…
",4
"hot like .... @ Orlando, Florida
",3
"My favorite cheerleaders! ️ @ Tunstall High School
",4
"Birthday Bottle of Champagne ️ Thank You eatattownhouse and @user #eatattownhouse…
",4
"it's a beautiful day to save lives. [ #vsco #vscocam #chicagophotographer #scrubs ] @ Cancer…
",2
"La ""A"" &amp; La ""F"" #Repost @user ・・・Guests discover @user #HistoryofFirsts at the…
",3
"Got my baby girl @ Austin Peay State University
",4
"That stunning view on Manhattan #manhattannyc #newyork #newyorkcity #nyc #newjersey…
",0
"Le Souk Hookah Lounge was LiT last Friday I’m back this Friday, come rock with me…
",3
"Rainbow over the farm. Points straight to my pot of gold @ Maple…
",0
"Back to a time when I was a senior in college. Little did I know those were good times …
",1
"@ Elliott Bay Book Company
",0
"I really love my clients like really ️ @user SUBSCRIBE TO MY YOUTUBE CHANNEL:…
",4
"Happy Sweet 16 Maura Bean!! I you even though my friends think you're…
",4
"Take me home Country road ️ ️ #kansas #cowboy #desert @ Kansas…
",4
"RT @user 80,000-Plus Attend NRA Convention, While 'Around 40' (cont)
",1
"The energy here is so crazy! Staying till Monday now! Lol the guy in the background tho! @user
",0
"""rest when you dead"" P.C: ️ @user cloths: @user inspiration: @user #flexx…
",4
"My hotel has a happyplace #pillow !!! Love it... I took a road trip today. Needed to for my…
",0
"Burning with #Carbon Filtration. Smooth as Vaping but w/ @user southcoastsmokeshops…
",3
"George #restaurant on Queen offers a unique atmosphere for an intimate event in the ️ of…
",4
"Prayers for @user . Annual checkup this am @user @ The Eli Manning…
",4
"@user thanks for letting me love you since high school ️ ️ @user
",4
"First They Love You, Then They Hate You, Then They Love You Again @user #50Cent…
",1
"Ready for today! @ Saving Station Church
",3
"Love this! ️ #Repost irvingsmarket ・・・There's still time to drop off a gift for our donation…
",4
"I Rock 'n' Roll... @user #PieceOfMe #LasVegas en Britney Spears: Piece of Me
",4
"#parents ️#cartoon #art ️ @ JW Marriott San Antonio Hill Country Resort &amp; Spa
",4
"Happy Birthday to you Happy Birthday to you Happy Birthday Dear…
",4
"My mace got taken, still smilin'. So glad Dakota is home ️ @user
",4
"Congrats #meetthecottinghams @ The Foundry
",4
"Ain't never seen a Pawtucket nigga like that RT @user Woonsocket or Pawtucket RT @user Where he from?
",1
"This girl already has my ️!! Meet #Sally #sallyonthetown #rainbrosatl #love #ATLeaders…
",4
"Classic us: you being all luminous and feminine and me looking like a small boy.#sisters…
",4
"regrann from reeformpilates - SIDESPLIT VARIATION ️ #sidesplit #variation #sunday #love #sun…
",4
"Room with a New Jersey view ️oneworldtrade #september11 #love #oneworldobservatory…
",4
"Official Artwork For #ZTM Exclusively Produced By @user Droppin 10/31 #4EVERPAID @user
",3
"Awwwww! I wondered where #Love went. #virginiaisforlovers #reststop #I64 #newkentcounty #sign…
",4
"LOVE this rich red brown I did today on miss @user thank you so much for coming…
",4
"My daughter Crystal wanna be like her dad #Patriots fan &amp; a #dj #therealdjjune #bronx #bns…
",0
"Self Made. cred by @user @ University of Northern Iowa
",2
"New year, same us. #2017 @ Lake George (village), New York
",4
"welcome to america, be! @ TCL Chinese Theatres
",4
"Went to Mike (with this) Stud @ First Avenue &amp; 7th St Entry
",3
"Can’t wait to see this place again now in winter #grandcanyon #nationalpark #arizona…
",0
"Current situation. They’re killin me. F’real. #1000gifts #walterroyce #beckettjohn @ Buffalo…
",1
"CentralMIA was all time FIRE today!!! not once not twice but three times @user he…
",3
"Capture the moment &gt;Pc: theatlaspilot @ Sleeping Bear Dunes
",2
"️ the wingback chairs we recently completed for our clients game room...Happy…
",4
"#newmusic #art t-Pain - F.B.G.M. #youngma #this is hook crazy @user #MUSIC…
",3
"date night with boog @ Cinemark Theaters Huntington Mall
",0
"All the go livers gone be at that hoe @ Sims Bayou Park
",1
"When you bring the @ Wrigley Field
",3
"COME SEE THE PAINTED HANDS AT CIRCLE BAR droobiedoobiedoo is gonna be there ️ @ The Circle Bar
",4
"""some women fear the fire, some women simply become it..."" #motivationmonday @ Will Rogers…
",3
"Tonight @user @user #WeWantWeezy #MojoCarolina #yntlafamilia #wyldword…
",3
"We've arrived home! to my family for a wonderful holiday weekend. Time to relax before my…
",4
"my silly girl loves her gigi ️ @ South Baton Rouge, Baton Rouge, Louisiana
",4
"18 years together #happyanniversary #musician #wifey #blessed #lifeisgood ️ @ Volvo Car Stadium
",4
"Caroline’s house! ️ #TVD #thevampirediaries #set #atlanta @ Downtown Covington GA. - Main…
",4
"@user put on a dope ass show!!!! Thanks for bringing me, hun!!! #Geekin #BrunoMars @user
",0
"Sing Davita!!! #CLT these are The things that happen #backstage at the #theater our…
",1
"Getting ready for my shows tonight at thefurnacebham !! Don't miss me Alabama!! …
",3
"From the collection: Trabant Rema T6 Radio, 1964, PlasticEast GermanyPhoto Credit : Marie…
",2
"#OnMyWayToStealYourHawks #GRBvsSEA Do these overalls make me look fat? @ Lambeau Field
",1
"Not realizing all the strong players will soon be their competition &amp; hard to get out in the end... #BB18 #BBLF #BBAD
",1
"New motivational poster for office. @user just cause. @ Deluxe Distribution
",1
"What a day. Thanks, ️!#moments @ Nick's Restaurant
",4
"Lunch with my Janny Jan. Talking life, love and men. @ Tapas…
",4
"#WCW Me and Mom at the Taylor wedding last weekend @ Sunset Hills Country Club
",4
"True story! @ Palm Beach Gardens, Florida
",1
"️ (@ Memphis, TN in TN)
",4
"A lifetime of happiness is blessed upon you both ️ I love you,…
",4
"To Arkansas! Get ready to be squeezed, little Frenchies (@ Los Angeles International Airport (LAX))
",4
"Welcome to the world, baby Dominic. kelleysibleyy @ Upstate…
",0
"I had so much fun with @user yesterday I just couldn't help myself #senior2017…
",0
"@user there’s always next time.
",1
": @user @ Chapel Hill, Tennessee
",2
"@user I first heard STFU when I was at the gym. I almost dropped the weights on my foot.
",1
"#montanaisbeautiful #bitterrootvalley @ Lee Metcalf National Wildlife Refuge
",4
"lol #UglyDressParty Pahokee &amp; other congregations. #Jw @ Indianwood Golf &amp; Country Club - FL
",1
"Happy crowd leaving lcdsoundsystem show. Dancing out of the place to Lionel. ️ @ Agganis Arena
",4
"Haven't posed in MONTHS! I should probably get back on that... Post-bicep and back day…
",1
"I have become a pet parent who put leg warmers on her dog &amp; he them @ Rentals House
",4
"Merry Christmas everyone! @ Painesville, Ohio
",4
"All laughs happening here! #Repost @user is coming Thursday…
",1
"#Mavs game w the lil bro _emante #Dallas #YRN @ American Airlines Center
",3
"JUGGLE YUTE @ New York, New York
",3
"If my heart was as big as my forehead, I'd probably be in better places tbh lol I liked the…
",4
"Just so y'all know.... We gotta glock in our rari #17shotsno38 @user
",1
"Our favorite fan pic from today's #lakings game : @user #staplespremium #dtla…
",2
"We're a Greek household!ΛΧΑ ΚΔ @ Middle Tennessee State University (MTSU)
",4
"#hubby is so sweet he's been celebrating our anniversary all month long. Today I received a…
",0
"Lobstah #babygirlfinegan1 #lovetheseguys #babysfirstrealhalloween…
",4
"My best frands did amazing in Seussical the Musical! @ Creston High…
",4
"Moving in took less than an hour. He can unpack by himself. ️…
",4
"My Twin ️ #GlensonGage #fatherlikeson #prettyeyesboys @ Saint Pauls,…
",4
"#seattle #streetphotography #sonyalpha #sonya7rii @ Seattle Art Museum
",2
"My boys @ Quality Inn
",0
"Happy birthday babe ️ @ Mango's Tropical Cafe - South Beach
",4
"Ugh @user comes home today
",0
"️ @ The Shores Park
",4
"So squad is back together @ Radford University
",4
"Party in Memphis, TN tonight at hitonememphis with glasshousesofficial and @user !…
",3
"NORTH$IDE END GIRLS (THOTTIE ). Droppin on Friday the 14th.EP droppin on HALLOWEEN cause it's…
",3
"GREAT way to start the night with @user
",0
"New item Black Heart Red Eye HoodieEvery Heart Has A StoryInspire, Spread &amp; GrowWhat's…
",3
"Received this huge mysterious box of goodies complete with a Chick-fil-A gift card today! …
",0
"Proud to announce my new partnership with gostvapor! Go get some this @ Orlando, Florida
",3
"I started his dreads 11 years ago! I watched them frown from #boys to #men. #Dreads…
",1
"Beautiful bride @ Lakeside Beach State Park
",0
"#cataleya #granddaughter my joy and... @ New Britan, CT
",4
"First time using my GoPro HERO 5... let the fun begin!!! #gopro #hero5 #waterproof #firsttime…
",0
"3 things happen in such lil time : 1. I get the interception 2.…
",1
"views from the 559 @ Visalia, California
",1
"Tonight blumenightclub celebrating the last Friday of 2017 un año excelente Gracias totales…
",3
"What a way to end the year. @user Energy is
",3
"Just reminding myself of how blessed I am @ Carolina Forest
",4
"my heart @user @ Huntington Beach - State Beach in California
",4
"#RevolvePizza #letseat @ Revolve Pizza Kitchen
",0
"God's beautiful paintbrush today!! #stopandloveallthathecreates…
",4
"@ Route 12 Bar &amp; Grill
",3
"New batch of our favorite @user products are in stock at #MotherhoodCenter! #pregnancy…
",0
"Lol never saw a piñata go up like this lol. Too crazy. . @ Wilmington, California
",1
"Here are some of my very favs. These girls have been with me through all my highs ️ and lows.…
",4
"#pumpkin is back!!! Come see me for a shake until 12:30! #fitfam #nh2t #amazing #shake…
",0
"posting this in honor of being accepted into Alabama can't wait to be here in the fall ! ROLL…
",4
"Portraits from my travels. LLooks like a painting... Yosemite @ Yosemite National Park
",0
"@ Empire State Building
",2
"Keep your eyes to your self ! I don't know why that cracked me up. Nothing like a sauna after…
",1
"Squash then Class. (@ Recreational Sports Facility (RSF) - @user in Berkeley, CA)
",1
"Some women fear the fire some women simply become it - r.h. sin #freedomravewear #beyoubefree…
",3
"Love this man! #tbt #mce #happy #watagualake #wtol6 #subarufundays @ Watagua Lake, TN
",4
"Can't believe it's already been 1/3 of a year with this babe . Even though we've only been together…
",0
"Love the mint on my pillow and the DND sign! #WhoNeedsCancun @user
",1
"We love xmas @ Saint Anselm College
",4
"Why yes lslay23, I would love to be your bridesmaid. #geauxinwilliams…
",4
"Blue bell ice cream, I've missed you so so much.
",4
"Got burnt tonight! Come out to Nightfall and see me on fire! #NightfallAZ #AZ #Tucson…
",3
"I might be hyperventilating. Steve and Tango from Taps Ghost…
",0
"Hurry up Santa! I swear I’ve been a very good boy ️ #mrbelding #santascats @ Toronto, Ontario
",4
"Thank you, @user , for everything. @ Chop Suey
",4
"Drinking some waste water - Drinking a Waste Water by @user at @user — #photo
",1
"No one else I'd rather match tacky Christmas onesies with @user can't wait to see all…
",0
"@user threw down sun and moon and it was fire ps: tell me you didn’t either get…
",3
"#fromwhereistand... inside, because it’s way too cold outside! #latergram // Full disclosure:…
",1
"How sweet it is! So happy for this team! #cyclones #cyclonenation #isu @ Jack Trice Stadium
",4
"Me, Vivian and Mylo #frazierfamilyreunion ️ @ Louisiana
",4
"Riding the motorcycle and I said ""Look at this hog between my legs!"" #stayclassy
",1
"Obligatory TED pic, but this one’s extra special.... ️***However, literally a minute after…
",4
"The look on your face when you get caught messing around but don’t care to stop. …
",1
"@user @ San Francisco, California
",2
"my first set ever always told everyone I'd open with this song.…
",0
"Great last weekend of vacation. Love my cousins @ Lake Coeur d'Alene
",4
"delicioso (at @user in Fountain Valley, CA)
",0
"What's @user 's #BodyBack program? Check it out...and then come get connected, moms…
",4
"Anyone got a hookup for the #Lakers game? @ Staples Center
",1
"@user clip from tonight's performance @ The NorVA
",0
"These 2 warm my hart!!! @ Texas
",4
"#tbt em homenagem ao Jax #soa ️ @ Harley-Davidson Downtown Disney
",4
"Columbus, San Fran &amp; Detroit Family. #shotoniphone #holidayseason #columbus taken by…
",2
"@ Stone Mountain Park
",0
"️ can you spot it? @user revolution1996 @user cjbrewingvta @user @user
",4
"Grouter's new mama! #grouterlovin #seattlelife #groutfit # ️ @ Seattle, Washington
",4
"I love u justinbieber #round2 @ Wells Fargo Center
",4
"Date day with my main man! We got 8+ miles in at the Marina, had a…
",0
"When Curvy Brown Girls Slayed DC .Models: makeupbykpatterson &amp; @user MUA:…
",0
"Mural Monday repost --&gt; # @user ⠀Detail of a work in progress work of art. A new #mural…
",2
"W/little sister @ Calle Cleveland
",0
"New #TSO track suits are #TeamShutout #GoalieSchool @ Team Shutout Goalie School
",3
"""Serving so much face it's a blur!"" - danawhitfield @user @user I had a blast…
",1
"️ them sm @ New York, New York
",4
"#skkanfave @user ️miabrocarnival #skkandidthat #skkanishere #skkanliveupdate…
",4
"#wildfires #fireinthesky #caliisburning @ Anaheim, California
",3
"@user i know, thats why i said it
",1
"N e w Y o r k. #keeptrendyandcarryon #ktaco #ootd #ootdfashion #ootdstyle…
",4
"Fleur De Lis painting session for our #NewOrleans trip. Me and Picasso had a blast ️. Bday fun…
",4
"Bc I cannot wait to see sunsets like this once again tomorrow @user
",0
"She made my birthday perfect ️ @ Naperville, Illinois
",4
"This shit is funny as hell V.I.P dinner... @
",1
"i did at least have a margarita in my favorite fancy haunted hangout @ Old Historic Mesilla
",4
"I Love These Animals #Corked @ Corked Wine Bar, Steak House,…
",1
"At least TSA will be able to see through her ________Can someone tell me which country she…
",1
"Thanks for everything happy Father's Day @ Disney's Animal Kingdom
",4
"Fat girl! @ Casa de BenaDyer
",0
"Happy Birthday Tayyyy!!!!!! I hope your day is as good as this one was for me!!!! Love you @user
",4
"Kissing in rain #rainroom #lesbianlove #ilovemywife @ LACMA Los Angeles County Museum of Art
",4
"I love the flow and challenge of this #headstand with #splits Inspired by the lovely…
",4
"Grateful for Amazing friends, and an even better District Officer Team! Love you guys!! @user
",4
"REMINDER!! Tomorrow is my last day for appointments until August 11!!! I have a few more…
",0
"NEW YORK WAS LIT @ New York, New York
",3
"my sisters are @ Alpha Phi Eta Gamma Chapter
",3
"What a very informative talk @user #digifestTO
",1
"I'm the best cookie and brigadeiro maker. @ Victorville, California
",4
"And the 'Best Photobomb Award' goes to....michaelbjordan! We're at Big Brothers and Big Sisters…
",4
"These lashes Skincare works too! #NotFake#LashBoostWorks#RodanAndFields @ Fairfax, Virginia
",0
"Dreaming about this beauty and her gorgeous wedding day at St Mary of the Angels Church That…
",0
"Made some new friends while shopping for bird food/treats! ️ @ Omar's Exotic Birds
",4
"My new #bff Ava @ Thirsty Nickel
",0
"My hot date for tonight! #sanaacamille #smeezyjr #1016 #libraseason @ Mago Grill &amp; Cantina…
",0
"️ @ Seattle, Washington
",4
"This homeowner's style is on point! ️ North Park #northpark #morleyfield #sandiego…
",4
"Stumbled across this subversive toile wallpaper. Wouldn’t that shock your house guests? …
",1
"Today, day party with #feelerfamily 3pm to 10pm Free with RSVP @user @ The DL
",4
"Lunch | #amandademme Hell Yes!#Repost @user ️ ️ ️ ️ styled by the gorgeous…
",4
"Two types of art. Street &amp; Her. One is part of Richmond and the other is part of me ️ @user
",4
"So rare, so impressive! ️ This is why I am doing this new business! Where has our typography,…
",4
"Posting this picture because I love it and it is beautiful love you mama @ Hampstead, North…
",4
"My baby girl if you don’t own a dog. You need to get a dog. They seriously make everything in…
",0
"Another sunset photog from this weekend, because why not. @ Alki…
",3
"Not all who wander are lost 2 more days until I'm back in your arms!!! @ Newport Beach,…
",4
"Hahahehe . Y'all know me 0 fucks given!!!!!! Maybe I should change n give just a few…
",1
"FIRST DAY (@ Montessori in Redlands in Redlands, CA)
",0
"Climbing Planet of the Apes wall yesterday with carriema3 and @user Fun times! :…
",2
"One love ️ I ️ Ras Atiba &amp; The RCK97 Trend Lounge…
",4
"My favorite people #allikneelandisyou @ Avalon Golf and Country Club
",4
"I cowriting with puppies! Chetko is my girl! (@JessieG_Music &amp; @user are pretty great…
",4
"Last Night's XXX's Concert was unforgettable. Just the line alone was lit a'f But his fan base…
",1
"#CLIENTWATCH #GETVERYFAMILIAR""CATCH THE HEAT'.....Check out Fever Magazine in print and…
",3
"SO BLESSED TO BE ON SET WITH SUCH AN AMAZING TEAM! @user ️ See the link in bio for…
",4
"Dinosaur BBQ @ Dinosaur BBQ - Syracuse NY
",0
"Thanks nikki for this random pic of me and @user @ Tito's Tacos
",1
"IBrooklyn Promenade #brooklynbridge #brooklynpromenade #newyorkcity #collectmoments @user
",4
"Couldn't thank my Nana enough for this amazing opportunity…
",4
"Keith the biggest Jets fan, Funny and cool #cardinalvsjets This is my first Football game…
",1
"I love ️ Happy Hour!! (@ Kiss Ultra Lounge in Milwaukee, WI)
",4
"Perfect #Florida day. #Pool is all mine Dinner with long time friends &amp; former interior design…
",0
"I'm gonna miss being an OB Knight @ Addison Park.
",4
"Had to get up early...to get the Bean this empty!!! I LVE CHICAGO! Might be my second…
",4
"I think I dance too much cause I coughs a cramp in my foot and I had on sneakers bit it was…
",1
"Autograph side out Pauline ️ and just in time for #veteransday #gloucesterma #paulinesgift…
",4
"Survived (barley) ️ ️ ️ proud of you Jess Jess @ Chi Omega Sorority
",4
"So in love with this man thomasrhettakins…
",0
"When you join a kid robot camp... too much fun. Also my robot won. #robotics @ Exploration…
",1
"Candid by newportdc #beach #waves #sea #shore #crystal #clear #water #pristine #island #port…
",4
"leicaakademieusa #LeicaQNikkiSixx Limited to only 28 Made. @user #leicaq @ Leica Store…
",2
"My hair got in the way again haha had so much fun on the tower of terror thanks…
",1
"Family fun - my heart is full @ At the Beach - Garden City SC
",4
"@user #ipa succubus and succulents are ..#beer #beerthirty #brewery #indiapaleale…
",3
"#ivanenvail restodelmundo13 #Some park days @user vailterrainparks #vail…
",2
"I remember those 8-8 seasons I was pumped
",1
"Look at how cute we are @ Detroit Zoo
",4
"#TBT #fathersday2016 # @ Downtown Riverside, California
",4
"this nigga is an idiot
",1
"@user #MetinDetroit @ Comerica Park
",3
"YES THIS HAPPENED, IT'S NOT ""ALL IN MY HEAD"" ANYMORE I'm seriously the happiest person in…
",0
"Lmao @ Clinton, North Carolina
",1
"A visual history of 9:30 Club gigs @ 9:30 Club
",0
"These two and their matching t-shirts. my band mates. @user smjleone @user
",4
"@user @user Thinking of you! ️ Just thought I'd send my tranquil view of…
",4
"real happy these days. ️*old picture* before my wonderful…
",4
"Awesomely gorgeous sunset tonight #arizona @ Mesa, Arizona
",4
"Love this song! ️.#StolenDance #MilkyChance#SingingintheCar @ Thunder Bay, Ontario
",4
"Beautiful white..just like the snow this morning...at Belle Mer @user Photo :…
",2
"Dinner with a view and my #love #friday #datenight @ Warehouse '23
",4
"@user X @user Location #Charlotte #ciaa2016 @ Carolina Place
",3
"Bts #teamhollywood @ BT's Cabaret
",3
"️ ️ ️ ️ @ Tennessee
",4
"Lol. : @user @ Bottom Lounge
",2
"My heart is so full ️ ️ ️I love spending time with my family! #family #glorydaysgrill @ Glory…
",4
"My love @ Disney Springs
",0
"#OldHeadsTakeSelfiesLike #iAintLying @ Irving, Texas
",1
"Happy birthday to one of my favorite blondess! Love you Gracee @user
",4
"Dinner with my love @ Water's Edge
",4
"Photo credit to strongmanandres and to my ass manager! Haha #gymlife #fitness #fitchicks…
",1
"I did 3 laps and I was worked... #snowdance #dirtyskibum @ Homewood Mountain Resort
",1
"My sister from another mister #uconn #rubys #meatloverspizza #sisters #springweekend…
",4
"I sushi! @ Shin Japanese Cuisine
",4
"The complete story #beautiful #bae #art #vibeandcreate #dowhatyoulove #musicproduction…
",3
"i only go to 6 Flags to see the wildlife ️ Happy Birthday Boogz(and I occasionally force my…
",4
"#chrisyoung Because I LIVE for the SETLIST!.... And Cowboys @user
",4
"Going, going, gone! Thank you for always making me laugh, babes! @ Boca Beach Club
",4
"Sisters really do make the best of friends #lsualphaphi #initiated @ LSU Alpha Phi
",4
"This is what happens when you leave your phone unattended... @user
",1
"Love me some @user ️ ️ ️ Catch at the @user all weekend!
",4
"#Flume #RLGrime @ Comerica Theatre
",0
"Happy 18th bday to my day one, love you long time knitta #legal only 157 more days until…
",4
"Loving the Covington Square. @ Downtown Covington GA. - Main Street Covington
",0
"#sowetookaselfie @ Main Street Bed &amp;
",1
"corey got a fancy drank and i got @user passionfruit cider @ Bell + Whete
",0
"#batik inspired #sugarcookies #freelocaldelivery #frisco #plano #dallas #friscodesserts…
",4
"We 9:00AM tailgates @ Gamecock Park
",4
"These babes are my fave @ Docksider
",0
"And one more... zaneno12 after #LightsOut it’s the gift that keeps on giving @ White Hall,…
",1
"#RedCross could use your blood donation. Find your local #RedCross and donate soon ️ Joey…
",4
"Happy Friday from the #shoebandit ️ @ Lake Charles, Louisiana
",4
"Seattle is beautiful &amp; S/o to my hair dresser enhanced_mane…
",0
"Bucked my shit up today! It'll heal tho r2deeznutz @ Boulder, Colorado
",2
"@ The Boathouse at Sunday Park
",3
"Keep your goals out of reach but never out of sight #MotivationMonday #FlyVida @ Vida Jets
",3
"HBD to the best dad love you @ Nobu Malibu
",4
"""@_nickdormus: @user hell noo"" yes
",1
"I'm obsessed with ring shots. .....#weddingphotography #dfwphotography #dfwweddings…
",0
"Just styled this babe for her bridal portraits today! We are now less than 3 weeks away from her…
",0
"Buy a #beetle. It'll be fun they say making car owners mechanics for over 60 years #vwbeetle…
",1
"Haven't posted much since I've been sick for all of #KVinPDX but it's pretty here …
",0
"Kicking it with the Spicy Chicken #jpmcuisine #chickfila #friyay @ The University of…
",3
"#fbf Dirk 30k Day with the tcufootball legend and my favorite @user @user my boys…
",3
"Happy Friday! @ Hooters
",3
"Most annoying classmate aku ada. But thank you @ JAH ARMY
",1
"Aztec print skirt, size large, $12 Purchase in store or email shoprumorsrva w/ the…
",3
"Hangin’ at the top end w/ @user @user we were just discussing how awesome you are! I ️…
",4
"#thedollarbox @ Elizabethtown, Kentucky
",0
"So glad I get to spend Father's Day with the best in our favorite place @ Ocean City, New Jersey
",4
"This face !Road tripping with a puppy is always a challenge, but Beatrice Furina Burtilus…
",0
"I love ️ this painting by Bernell Loeb whose art is new to me and feels like a great discovery.…
",4
"the trial of socrates was an inside job. ( : umm.jacie ) @ University of Dallas
",2
"#greenday were *perfect* esp when they brought fans onstage ️ this one sang with…
",4
"#deathbyexercise .Happy death. Can any fitties relate?!Burpees followed by tuck jump…
",1
"The first take was seriously too cute not the share @ Burning Heart Hot Yoga Pilates &amp; Indoor…
",4
"Just because @user jacket was some @ Martinsville High School (Virginia)
",3
"My Slow Flow Girlies. Great class @ Yoga Vita
",0
"Rhea+Kevin ️ One Love, One Family Photo #wedding #weddingday #love #family #weddingreception…
",4
"I tell you ... these two are two peas in a pod... ️ @ Abbeville, South Carolina
",4
"My favorite @ The State Fair Of Texas In Dallas
",4
"A late start on IG but now I’ll know what I’m doing in 2018 #bestnine @ Arizona
",2
"It's not what we have in life, but who we have in our life that matters. ️ #Family @ St.…
",4
"Favourite lunch spot @user with a favourite flavour @user
",0
"You spin me right round #NYFW // by @user @ SoHo, Manhattan
",2
"Ceremony sweetness &amp; perfect weather! We are in we today &amp; our November weddings! @ Dara's Garden
",0
"Making #loops #sp404sx TimeConsuming #studiolife #wedobeats #hiphop #flstudio #Hiphopjunkie…
",1
"Happy (early) birthday to this big ol' potato! ️ @ Grandma's House
",4
"The wait is over. Click bio link to watch the full video Dm me your email to get this song…
",3
"definitely enjoyed rocking the crowd w/ @user @user @ Jonesboro, Arkansas
",3
"@ Central Park in NYC
",1
"| O U T C H E A. | ️ @ Los Angeles, California
",4
"Last Nights Gig In Atlanta Was #HipHopKaraoke @ The Music Room
",3
"Real Estate is what I love ️and now I love it even MORE! #jennadavishomes #acarrealestate…
",4
"Ruffins so lit alley_stackz @user in with me tore up @ Ruffins' Downtown Daiquiri…
",1
"The binchotan has been on !! There's just something about that white oak that makes everything…
",3
"@ Jersey City, New Jersey
",0
"And the water was so clear. Le sigh.#nousbruce #brucetrailend2end @ The Grotto/Indian Head…
",4
"congrats. @ Morgan State University
",4
"so @user is even lovelier in RL #comiccon #sdcc #sdcc2016 #hallh #gameofthrones #got…
",0
"I Always Follow My ️ #Union #Market #DC @ Union Market DC
",4
"(@ Beach @ Clarke in Palm Beach, FL)
",0
"Go follow @user for some new @ Greenville, North Carolina
",3
"Getting up at six am means new matching stout sweatshirts love my…
",4
"Thank you. elissabeltran and mrericbeltran for my high school car…
",4
"Oh my God they are here!! @ New Smyrna Beach, Florida
",1
"This girl @user with ntatalent @ FD Photo Studio
",3
"@user What did I say or do that was wrong. I’m so sorry
",1
"Ending 2017 and starting 2018 off with brat ️ @ Knott's Berry Farm
",4
"Love is a beautiful thingIf only she remembered taking this…
",4
"#sanantonio #centralmarket #gelato YUMMMMMY! @ Central Market
",0
"Nothing like sleek straight hair
",4
"My professor had a 20 minute convo with the class about why he loves grey's anatomy
",1
"@user @ AT&amp;T Park
",4
"Note to #SELF@HouseOfLeaders @ Mondrian Los Angeles Hotel
",4
"Feeling pretty Royal right now with Royal Peach from vapersknoll ️ @ Annapolis, Maryland
",4
"One more of VANESSA @user #barrelroc #barrel585 #beautiful #beauty #instagood…
",3
"It tells it all #hoesbelike #meninmakeup #men #mensfashion #makeup #makeupartist #makeover…
",0
"️ of my life! “Addie” aka Addison/Adeline. Doing this weekend right…
",4
"Oh shit wow! @ Midtown ATL
",1
"New video is coming!! @user Using the new NAKED HEAT palette ️ the color is beautiful, and…
",4
"Norah Jones show @ lpr with this cutie ️ @ (le) poisson rouge
",4
"Brow model needed! Don't miss this great opportunity We need 2 brow models for February 14th!…
",0
"You know you want too @ Couture…
",4
"@user got the funniest ideas! Y’all like the idea? True animaniac right here …
",1
